,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,3972.5532118596193,3492.3132583587176,4452.793165360521
1,2026-01-01,3917.6095459489948,3371.1951442002046,4464.023947697785
2,2026-02-01,3827.9562622840826,3248.8692960267467,4407.043228541418
3,2026-03-01,4040.69912782236,3437.2923087435142,4644.105946901206
4,2026-04-01,4125.780573020762,3500.886994210082,4750.674151831442
5,2026-05-01,4185.804165680471,3540.7098056369355,4830.898525724006
6,2026-06-01,4255.823857847289,3591.318147912791,4920.329567781788
7,2026-07-01,4123.9466272485815,3440.63392883282,4807.259325664343
8,2026-08-01,3988.855722565458,3287.25239514002,4690.459049990896
9,2026-09-01,4045.34529908043,3325.9082137916685,4764.782384369191
10,2026-10-01,4192.041181177246,3455.166179778763,4928.916182575728
11,2026-11-01,4118.102276243609,3364.0938848874744,4872.1106675997435
